epoc (ms),timestamp (-0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1516040913030,2018-01-15T10.28.33.030,172.177,-0.042,0.008,0.994
1516040913051,2018-01-15T10.28.33.051,172.198,-0.040,0.008,0.994
1516040913051,2018-01-15T10.28.33.051,172.198,-0.040,0.008,1.000
1516040913051,2018-01-15T10.28.33.051,172.198,-0.040,0.005,1.002
1516040913054,2018-01-15T10.28.33.054,172.201,-0.041,0.007,1.002
1516040913054,2018-01-15T10.28.33.054,172.201,-0.039,0.003,0.996
1516040913054,2018-01-15T10.28.33.054,172.201,-0.041,0.006,0.999
1516040913081,2018-01-15T10.28.33.081,172.228,-0.040,0.005,0.999
1516040913081,2018-01-15T10.28.33.081,172.228,-0.037,0.005,0.998
1516040913081,2018-01-15T10.28.33.081,172.228,-0.043,0.005,1.000
1516040913084,2018-01-15T10.28.33.084,172.231,-0.044,0.007,0.996
1516040913084,2018-01-15T10.28.33.084,172.231,-0.040,0.004,0.997
1516040913084,2018-01-15T10.28.33.084,172.231,-0.041,0.004,1.001
1516040913111,2018-01-15T10.28.33.111,172.258,-0.040,0.003,0.997
1516040913111,2018-01-15T10.28.33.111,172.258,-0.042,0.005,0.995
1516040913111,2018-01-15T10.28.33.111,172.258,-0.044,0.003,1.000
1516040913115,2018-01-15T10.28.33.115,172.262,-0.041,0.004,1.000
1516040913115,2018-01-15T10.28.33.115,172.262,-0.041,0.006,1.002
1516040913115,2018-01-15T10.28.33.115,172.262,-0.039,0.002,1.000
1516040913141,2018-01-15T10.28.33.141,172.288,-0.042,0.003,0.999
1516040913141,2018-01-15T10.28.33.141,172.288,-0.038,0.009,1.000
1516040913141,2018-01-15T10.28.33.141,172.288,-0.039,0.007,0.996
1516040913147,2018-01-15T10.28.33.147,172.294,-0.042,0.004,0.997
1516040913147,2018-01-15T10.28.33.147,172.294,-0.041,0.002,0.999
1516040913147,2018-01-15T10.28.33.147,172.294,-0.040,0.006,0.998
1516040913171,2018-01-15T10.28.33.171,172.318,-0.042,0.004,0.999
1516040913171,2018-01-15T10.28.33.171,172.318,-0.040,0.006,0.999
1516040913171,2018-01-15T10.28.33.171,172.318,-0.041,0.007,1.001
1516040913178,2018-01-15T10.28.33.178,172.325,-0.040,0.006,0.994
1516040913178,2018-01-15T10.28.33.178,172.325,-0.042,0.007,1.000
1516040913178,2018-01-15T10.28.33.178,172.325,-0.039,0.006,1.001
1516040913201,2018-01-15T10.28.33.201,172.348,-0.038,0.006,0.998
1516040913201,2018-01-15T10.28.33.201,172.348,-0.042,0.007,0.996
1516040913201,2018-01-15T10.28.33.201,172.348,-0.042,0.007,0.996
1516040913207,2018-01-15T10.28.33.207,172.354,-0.043,0.005,0.998
1516040913207,2018-01-15T10.28.33.207,172.354,-0.043,0.006,1.000
1516040913207,2018-01-15T10.28.33.207,172.354,-0.041,0.007,0.998
1516040913231,2018-01-15T10.28.33.231,172.378,-0.038,0.006,0.997
1516040913231,2018-01-15T10.28.33.231,172.378,-0.040,0.005,1.000
1516040913231,2018-01-15T10.28.33.231,172.378,-0.041,0.007,0.998
1516040913236,2018-01-15T10.28.33.236,172.383,-0.042,0.004,0.997
1516040913236,2018-01-15T10.28.33.236,172.383,-0.040,0.005,0.997
1516040913236,2018-01-15T10.28.33.236,172.383,-0.041,0.007,0.998
1516040913261,2018-01-15T10.28.33.261,172.408,-0.040,0.007,0.997
1516040913261,2018-01-15T10.28.33.261,172.408,-0.040,0.006,0.994
1516040913261,2018-01-15T10.28.33.261,172.408,-0.038,0.007,1.000
1516040913268,2018-01-15T10.28.33.268,172.415,-0.040,0.006,1.000
1516040913268,2018-01-15T10.28.33.268,172.415,-0.040,0.007,1.001
1516040913268,2018-01-15T10.28.33.268,172.415,-0.044,0.004,0.998
1516040913291,2018-01-15T10.28.33.291,172.438,-0.043,0.007,1.000
1516040913291,2018-01-15T10.28.33.291,172.438,-0.039,0.007,1.000
1516040913291,2018-01-15T10.28.33.291,172.438,-0.040,0.003,0.993
1516040913297,2018-01-15T10.28.33.297,172.444,-0.042,0.006,0.996
1516040913297,2018-01-15T10.28.33.297,172.444,-0.042,0.006,0.999
1516040913297,2018-01-15T10.28.33.297,172.444,-0.042,0.003,1.001
1516040913321,2018-01-15T10.28.33.321,172.468,-0.043,0.006,1.000
1516040913321,2018-01-15T10.28.33.321,172.468,-0.042,0.003,0.998
1516040913321,2018-01-15T10.28.33.321,172.468,-0.038,0.004,0.996
1516040913331,2018-01-15T10.28.33.331,172.478,-0.043,0.002,0.997
1516040913331,2018-01-15T10.28.33.331,172.478,-0.042,0.006,0.997
1516040913331,2018-01-15T10.28.33.331,172.478,-0.040,0.007,0.998
1516040913351,2018-01-15T10.28.33.351,172.498,-0.040,0.003,0.997
1516040913351,2018-01-15T10.28.33.351,172.498,-0.039,0.004,0.999
1516040913351,2018-01-15T10.28.33.351,172.498,-0.043,0.011,0.999
1516040913366,2018-01-15T10.28.33.366,172.513,-0.042,0.007,0.995
1516040913366,2018-01-15T10.28.33.366,172.513,-0.038,0.007,0.997
1516040913366,2018-01-15T10.28.33.366,172.513,-0.038,0.005,1.001
1516040913381,2018-01-15T10.28.33.381,172.528,-0.039,0.005,0.999
1516040913381,2018-01-15T10.28.33.381,172.528,-0.042,0.006,0.997
1516040913381,2018-01-15T10.28.33.381,172.528,-0.038,0.004,0.998
1516040913387,2018-01-15T10.28.33.387,172.534,-0.039,0.006,0.996
1516040913387,2018-01-15T10.28.33.387,172.534,-0.039,0.005,0.998
1516040913387,2018-01-15T10.28.33.387,172.534,-0.041,0.007,0.998
1516040913411,2018-01-15T10.28.33.411,172.558,-0.038,0.006,0.996
1516040913411,2018-01-15T10.28.33.411,172.558,-0.037,0.006,0.997
1516040913411,2018-01-15T10.28.33.411,172.558,-0.042,0.008,0.999
1516040913415,2018-01-15T10.28.33.415,172.562,-0.037,0.010,1.000
1516040913415,2018-01-15T10.28.33.415,172.562,-0.037,0.009,0.996
1516040913415,2018-01-15T10.28.33.415,172.562,-0.042,0.006,0.999
1516040913441,2018-01-15T10.28.33.441,172.588,-0.043,0.007,0.997
1516040913441,2018-01-15T10.28.33.441,172.588,-0.042,0.005,0.996
1516040913441,2018-01-15T10.28.33.441,172.588,-0.038,0.005,0.999
1516040913447,2018-01-15T10.28.33.447,172.594,-0.043,0.005,0.996
1516040913447,2018-01-15T10.28.33.447,172.594,-0.042,0.006,0.999
1516040913447,2018-01-15T10.28.33.447,172.594,-0.040,0.006,0.997
1516040913471,2018-01-15T10.28.33.471,172.618,-0.040,0.005,0.995
1516040913471,2018-01-15T10.28.33.471,172.618,-0.041,0.006,0.998
1516040913471,2018-01-15T10.28.33.471,172.618,-0.042,0.006,0.998
1516040913478,2018-01-15T10.28.33.478,172.625,-0.043,0.007,0.997
1516040913478,2018-01-15T10.28.33.478,172.625,-0.042,0.007,0.997
1516040913478,2018-01-15T10.28.33.478,172.625,-0.042,0.006,0.999
1516040913501,2018-01-15T10.28.33.501,172.648,-0.042,0.006,1.000
1516040913501,2018-01-15T10.28.33.501,172.648,-0.042,0.005,0.996
1516040913501,2018-01-15T10.28.33.501,172.648,-0.042,0.005,0.998
1516040913507,2018-01-15T10.28.33.507,172.654,-0.040,0.008,0.999
1516040913507,2018-01-15T10.28.33.507,172.654,-0.042,0.008,0.993
1516040913507,2018-01-15T10.28.33.507,172.654,-0.041,0.005,0.997
1516040913531,2018-01-15T10.28.33.531,172.678,-0.043,0.009,1.000
1516040913531,2018-01-15T10.28.33.531,172.678,-0.039,0.006,1.000
1516040913531,2018-01-15T10.28.33.531,172.678,-0.040,0.007,1.000
1516040913537,2018-01-15T10.28.33.537,172.684,-0.039,0.009,0.998
1516040913537,2018-01-15T10.28.33.537,172.684,-0.041,0.009,0.998
1516040913537,2018-01-15T10.28.33.537,172.684,-0.041,0.007,0.997
1516040913561,2018-01-15T10.28.33.561,172.708,-0.037,0.006,0.999
1516040913561,2018-01-15T10.28.33.561,172.708,-0.039,0.006,0.998
1516040913561,2018-01-15T10.28.33.561,172.708,-0.042,0.005,0.999
1516040913565,2018-01-15T10.28.33.565,172.712,-0.039,0.004,0.998
1516040913565,2018-01-15T10.28.33.565,172.712,-0.037,0.007,0.999
1516040913565,2018-01-15T10.28.33.565,172.712,-0.042,0.007,1.001
1516040913591,2018-01-15T10.28.33.591,172.738,-0.040,0.005,0.997
1516040913591,2018-01-15T10.28.33.591,172.738,-0.039,0.005,0.997
1516040913591,2018-01-15T10.28.33.591,172.738,-0.040,0.008,0.997
1516040913597,2018-01-15T10.28.33.597,172.744,-0.039,0.005,0.998
1516040913597,2018-01-15T10.28.33.597,172.744,-0.038,0.005,1.000
1516040913597,2018-01-15T10.28.33.597,172.744,-0.040,0.006,1.000
1516040913621,2018-01-15T10.28.33.621,172.768,-0.039,0.006,1.001
1516040913621,2018-01-15T10.28.33.621,172.768,-0.041,0.006,1.002
1516040913621,2018-01-15T10.28.33.621,172.768,-0.041,0.001,0.998
1516040913627,2018-01-15T10.28.33.627,172.774,-0.042,0.005,0.995
1516040913627,2018-01-15T10.28.33.627,172.774,-0.042,0.008,1.003
1516040913627,2018-01-15T10.28.33.627,172.774,-0.043,0.005,1.001
1516040913651,2018-01-15T10.28.33.651,172.798,-0.043,0.007,1.001
1516040913651,2018-01-15T10.28.33.651,172.798,-0.043,0.008,0.996
1516040913651,2018-01-15T10.28.33.651,172.798,-0.040,0.007,0.999
1516040913661,2018-01-15T10.28.33.661,172.808,-0.041,0.010,0.999
1516040913661,2018-01-15T10.28.33.661,172.808,-0.044,0.007,1.000
1516040913661,2018-01-15T10.28.33.661,172.808,-0.040,0.006,0.997
1516040913681,2018-01-15T10.28.33.681,172.828,-0.039,0.006,0.999
1516040913681,2018-01-15T10.28.33.681,172.828,-0.041,0.006,1.000
1516040913681,2018-01-15T10.28.33.681,172.828,-0.040,0.004,1.002
1516040913687,2018-01-15T10.28.33.687,172.834,-0.041,0.006,1.000
1516040913687,2018-01-15T10.28.33.687,172.834,-0.038,0.005,0.996
1516040913687,2018-01-15T10.28.33.687,172.834,-0.040,0.004,0.996
1516040913711,2018-01-15T10.28.33.711,172.858,-0.039,0.006,0.996
1516040913711,2018-01-15T10.28.33.711,172.858,-0.041,0.006,0.998
1516040913711,2018-01-15T10.28.33.711,172.858,-0.039,0.006,1.000
1516040913721,2018-01-15T10.28.33.721,172.868,-0.040,0.004,0.999
1516040913721,2018-01-15T10.28.33.721,172.868,-0.038,0.003,1.000
1516040913721,2018-01-15T10.28.33.721,172.868,-0.037,0.004,1.000
1516040913741,2018-01-15T10.28.33.741,172.888,-0.038,0.005,0.997
1516040913741,2018-01-15T10.28.33.741,172.888,-0.034,0.004,0.996
1516040913741,2018-01-15T10.28.33.741,172.888,-0.035,0.003,0.996
1516040913750,2018-01-15T10.28.33.750,172.897,-0.042,0.005,0.994
1516040913750,2018-01-15T10.28.33.750,172.897,-0.045,0.005,0.999
1516040913750,2018-01-15T10.28.33.750,172.897,-0.040,0.009,1.002
1516040913771,2018-01-15T10.28.33.771,172.918,-0.040,0.006,0.995
1516040913771,2018-01-15T10.28.33.771,172.918,-0.039,0.006,1.000
1516040913771,2018-01-15T10.28.33.771,172.918,-0.042,0.003,0.999
1516040913778,2018-01-15T10.28.33.778,172.925,-0.042,0.006,0.997
1516040913778,2018-01-15T10.28.33.778,172.925,-0.045,0.007,0.995
1516040913778,2018-01-15T10.28.33.778,172.925,-0.040,0.005,1.001
1516040913801,2018-01-15T10.28.33.801,172.948,-0.040,0.006,1.001
1516040913801,2018-01-15T10.28.33.801,172.948,-0.040,0.005,0.996
1516040913801,2018-01-15T10.28.33.801,172.948,-0.041,0.009,0.998
1516040913810,2018-01-15T10.28.33.810,172.957,-0.042,0.007,0.997
1516040913810,2018-01-15T10.28.33.810,172.957,-0.042,0.005,1.000
1516040913810,2018-01-15T10.28.33.810,172.957,-0.042,0.006,1.000
1516040913831,2018-01-15T10.28.33.831,172.978,-0.040,0.007,0.999
1516040913831,2018-01-15T10.28.33.831,172.978,-0.043,0.005,0.997
1516040913831,2018-01-15T10.28.33.831,172.978,-0.041,0.007,0.995
1516040913838,2018-01-15T10.28.33.838,172.985,-0.038,0.005,0.996
1516040913838,2018-01-15T10.28.33.838,172.985,-0.039,0.008,1.000
1516040913838,2018-01-15T10.28.33.838,172.985,-0.042,0.008,0.997
1516040913861,2018-01-15T10.28.33.861,173.008,-0.042,0.004,0.997
1516040913861,2018-01-15T10.28.33.861,173.008,-0.040,0.003,1.003
1516040913861,2018-01-15T10.28.33.861,173.008,-0.040,0.004,1.005
1516040913871,2018-01-15T10.28.33.871,173.018,-0.042,0.005,0.999
1516040913871,2018-01-15T10.28.33.871,173.018,-0.041,0.005,0.996
1516040913871,2018-01-15T10.28.33.871,173.018,-0.042,0.008,0.998
1516040913891,2018-01-15T10.28.33.891,173.038,-0.041,0.006,1.000
1516040913891,2018-01-15T10.28.33.891,173.038,-0.041,0.004,1.000
1516040913891,2018-01-15T10.28.33.891,173.038,-0.041,0.007,0.997
1516040913901,2018-01-15T10.28.33.901,173.048,-0.041,0.009,0.998
1516040913901,2018-01-15T10.28.33.901,173.048,-0.039,0.004,1.000
1516040913901,2018-01-15T10.28.33.901,173.048,-0.039,0.004,1.002
1516040913921,2018-01-15T10.28.33.921,173.068,-0.041,0.009,0.994
1516040913921,2018-01-15T10.28.33.921,173.068,-0.040,0.007,0.996
1516040913921,2018-01-15T10.28.33.921,173.068,-0.036,0.007,0.995
1516040913931,2018-01-15T10.28.33.931,173.078,-0.039,0.008,0.996
1516040913931,2018-01-15T10.28.33.931,173.078,-0.041,0.006,0.999
1516040913931,2018-01-15T10.28.33.931,173.078,-0.040,0.005,0.999
1516040913938,2018-01-15T10.28.33.938,173.085,-0.041,0.006,0.998
1516040913938,2018-01-15T10.28.33.938,173.085,-0.041,0.004,0.997
1516040913938,2018-01-15T10.28.33.938,173.085,-0.041,0.003,0.996
1516040913952,2018-01-15T10.28.33.952,173.099,-0.041,0.006,1.000
1516040913952,2018-01-15T10.28.33.952,173.099,-0.039,0.008,1.001
1516040913952,2018-01-15T10.28.33.952,173.099,-0.042,0.007,0.999
1516040913981,2018-01-15T10.28.33.981,173.128,-0.042,0.007,0.999
1516040913981,2018-01-15T10.28.33.981,173.128,-0.040,0.007,0.995
1516040913981,2018-01-15T10.28.33.981,173.128,-0.044,0.006,0.998
1516040913988,2018-01-15T10.28.33.988,173.135,-0.042,0.004,0.998
1516040913988,2018-01-15T10.28.33.988,173.135,-0.039,0.005,0.997
1516040913988,2018-01-15T10.28.33.988,173.135,-0.041,0.004,0.998
1516040913993,2018-01-15T10.28.33.993,173.140,-0.043,0.003,1.001
1516040913993,2018-01-15T10.28.33.993,173.140,-0.041,0.004,0.997
1516040913993,2018-01-15T10.28.33.993,173.140,-0.041,0.007,1.000
1516040914011,2018-01-15T10.28.34.011,173.158,-0.038,0.007,0.999
1516040914011,2018-01-15T10.28.34.011,173.158,-0.042,0.007,1.001
1516040914011,2018-01-15T10.28.34.011,173.158,-0.039,0.006,1.002
1516040914014,2018-01-15T10.28.34.014,173.161,-0.038,0.005,0.997
1516040914014,2018-01-15T10.28.34.014,173.161,-0.043,0.002,0.997
1516040914014,2018-01-15T10.28.34.014,173.161,-0.042,0.002,1.000
1516040914041,2018-01-15T10.28.34.041,173.188,-0.041,0.005,1.004
1516040914041,2018-01-15T10.28.34.041,173.188,-0.038,0.007,1.000
1516040914041,2018-01-15T10.28.34.041,173.188,-0.040,0.000,0.998
1516040914045,2018-01-15T10.28.34.045,173.192,-0.039,0.005,0.996
1516040914045,2018-01-15T10.28.34.045,173.192,-0.041,0.007,0.998
1516040914045,2018-01-15T10.28.34.045,173.192,-0.039,0.006,0.997
1516040914071,2018-01-15T10.28.34.071,173.218,-0.037,0.006,0.996
1516040914071,2018-01-15T10.28.34.071,173.218,-0.036,0.007,0.993
1516040914071,2018-01-15T10.28.34.071,173.218,-0.040,0.004,0.999
1516040914076,2018-01-15T10.28.34.076,173.223,-0.042,0.005,0.999
1516040914076,2018-01-15T10.28.34.076,173.223,-0.041,0.009,0.997
1516040914076,2018-01-15T10.28.34.076,173.223,-0.042,0.005,0.997
1516040914101,2018-01-15T10.28.34.101,173.248,-0.043,0.004,1.000
1516040914101,2018-01-15T10.28.34.101,173.248,-0.040,0.006,1.000
1516040914101,2018-01-15T10.28.34.101,173.248,-0.037,0.009,0.997
1516040914105,2018-01-15T10.28.34.105,173.252,-0.039,0.005,0.997
1516040914105,2018-01-15T10.28.34.105,173.252,-0.041,0.004,0.998
1516040914105,2018-01-15T10.28.34.105,173.252,-0.042,0.006,0.998
1516040914131,2018-01-15T10.28.34.131,173.278,-0.044,0.005,0.998
1516040914131,2018-01-15T10.28.34.131,173.278,-0.042,0.005,0.996
1516040914131,2018-01-15T10.28.34.131,173.278,-0.043,0.006,0.999
1516040914135,2018-01-15T10.28.34.135,173.282,-0.044,0.005,1.000
1516040914135,2018-01-15T10.28.34.135,173.282,-0.042,0.003,1.001
1516040914135,2018-01-15T10.28.34.135,173.282,-0.039,0.006,0.999
1516040914161,2018-01-15T10.28.34.161,173.308,-0.040,0.003,0.998
1516040914161,2018-01-15T10.28.34.161,173.308,-0.040,0.005,1.000
1516040914161,2018-01-15T10.28.34.161,173.308,-0.042,0.003,0.999
1516040914167,2018-01-15T10.28.34.167,173.314,-0.041,0.003,1.000
1516040914167,2018-01-15T10.28.34.167,173.314,-0.040,0.008,1.001
1516040914167,2018-01-15T10.28.34.167,173.314,-0.039,0.007,0.999
1516040914191,2018-01-15T10.28.34.191,173.338,-0.037,0.007,1.000
1516040914191,2018-01-15T10.28.34.191,173.338,-0.042,0.004,1.004
1516040914191,2018-01-15T10.28.34.191,173.338,-0.042,0.007,0.998
1516040914201,2018-01-15T10.28.34.201,173.348,-0.041,0.008,0.998
1516040914201,2018-01-15T10.28.34.201,173.348,-0.045,0.006,0.998
1516040914201,2018-01-15T10.28.34.201,173.348,-0.038,0.007,1.000
1516040914221,2018-01-15T10.28.34.221,173.368,-0.040,0.008,0.999
1516040914221,2018-01-15T10.28.34.221,173.368,-0.041,0.001,0.996
1516040914221,2018-01-15T10.28.34.221,173.368,-0.040,0.006,0.998
1516040914227,2018-01-15T10.28.34.227,173.374,-0.039,0.009,1.000
1516040914227,2018-01-15T10.28.34.227,173.374,-0.041,0.005,0.994
1516040914227,2018-01-15T10.28.34.227,173.374,-0.038,0.006,1.001
1516040914281,2018-01-15T10.28.34.281,173.428,-0.036,0.009,0.997
1516040914281,2018-01-15T10.28.34.281,173.428,-0.040,0.009,0.996
1516040914281,2018-01-15T10.28.34.281,173.428,-0.042,0.007,1.000
1516040914291,2018-01-15T10.28.34.291,173.438,-0.039,0.006,0.999
1516040914291,2018-01-15T10.28.34.291,173.438,-0.042,0.008,0.996
1516040914291,2018-01-15T10.28.34.291,173.438,-0.042,0.009,1.001
1516040914301,2018-01-15T10.28.34.301,173.448,-0.040,0.006,1.002
1516040914301,2018-01-15T10.28.34.301,173.448,-0.039,0.004,0.997
1516040914301,2018-01-15T10.28.34.301,173.448,-0.040,0.005,0.999
1516040914308,2018-01-15T10.28.34.308,173.455,-0.042,0.006,1.001
1516040914308,2018-01-15T10.28.34.308,173.455,-0.039,0.007,0.999
1516040914308,2018-01-15T10.28.34.308,173.455,-0.042,0.004,0.995
1516040914314,2018-01-15T10.28.34.314,173.461,-0.045,0.004,0.999
1516040914314,2018-01-15T10.28.34.314,173.461,-0.042,0.004,1.002
1516040914314,2018-01-15T10.28.34.314,173.461,-0.041,0.005,0.999
1516040914318,2018-01-15T10.28.34.318,173.465,-0.041,0.006,0.993
1516040914318,2018-01-15T10.28.34.318,173.465,-0.042,0.008,1.001
1516040914318,2018-01-15T10.28.34.318,173.465,-0.039,0.004,0.999
1516040914341,2018-01-15T10.28.34.341,173.488,-0.041,0.005,0.998
1516040914341,2018-01-15T10.28.34.341,173.488,-0.043,0.004,0.999
1516040914341,2018-01-15T10.28.34.341,173.488,-0.039,0.004,0.995
1516040914345,2018-01-15T10.28.34.345,173.492,-0.041,0.004,0.995
1516040914345,2018-01-15T10.28.34.345,173.492,-0.042,0.002,0.996
1516040914345,2018-01-15T10.28.34.345,173.492,-0.042,0.004,1.000
1516040914371,2018-01-15T10.28.34.371,173.518,-0.039,0.004,0.998
1516040914371,2018-01-15T10.28.34.371,173.518,-0.041,0.006,0.997
1516040914371,2018-01-15T10.28.34.371,173.518,-0.041,0.003,0.997
1516040914378,2018-01-15T10.28.34.378,173.525,-0.040,0.004,0.999
1516040914378,2018-01-15T10.28.34.378,173.525,-0.041,0.003,0.998
1516040914378,2018-01-15T10.28.34.378,173.525,-0.041,0.008,0.999
1516040914401,2018-01-15T10.28.34.401,173.548,-0.040,0.006,1.000
1516040914401,2018-01-15T10.28.34.401,173.548,-0.040,0.008,1.004
1516040914401,2018-01-15T10.28.34.401,173.548,-0.042,0.005,1.000
1516040914407,2018-01-15T10.28.34.407,173.554,-0.043,0.005,0.999
1516040914407,2018-01-15T10.28.34.407,173.554,-0.040,0.008,0.999
1516040914407,2018-01-15T10.28.34.407,173.554,-0.040,0.004,0.995
1516040914431,2018-01-15T10.28.34.431,173.578,-0.041,0.009,0.998
1516040914431,2018-01-15T10.28.34.431,173.578,-0.040,0.007,0.996
1516040914431,2018-01-15T10.28.34.431,173.578,-0.039,0.006,0.999
1516040914435,2018-01-15T10.28.34.435,173.582,-0.041,0.007,1.000
1516040914435,2018-01-15T10.28.34.435,173.582,-0.041,0.006,1.000
1516040914435,2018-01-15T10.28.34.435,173.582,-0.041,0.006,0.996
1516040914461,2018-01-15T10.28.34.461,173.608,-0.038,0.003,0.999
1516040914461,2018-01-15T10.28.34.461,173.608,-0.038,0.002,0.999
1516040914461,2018-01-15T10.28.34.461,173.608,-0.042,0.001,0.996
1516040914468,2018-01-15T10.28.34.468,173.615,-0.040,0.005,0.998
1516040914468,2018-01-15T10.28.34.468,173.615,-0.042,0.000,0.997
1516040914468,2018-01-15T10.28.34.468,173.615,-0.039,0.002,1.002
1516040914492,2018-01-15T10.28.34.492,173.639,-0.039,0.004,0.999
1516040914492,2018-01-15T10.28.34.492,173.639,-0.040,0.006,0.997
1516040914492,2018-01-15T10.28.34.492,173.639,-0.042,0.005,0.993
1516040914497,2018-01-15T10.28.34.497,173.644,-0.039,0.003,0.998
1516040914497,2018-01-15T10.28.34.497,173.644,-0.040,0.003,0.998
1516040914497,2018-01-15T10.28.34.497,173.644,-0.042,0.009,1.000
1516040914522,2018-01-15T10.28.34.522,173.669,-0.044,0.006,1.000
1516040914522,2018-01-15T10.28.34.522,173.669,-0.043,0.006,0.997
1516040914522,2018-01-15T10.28.34.522,173.669,-0.039,0.005,0.999
1516040914524,2018-01-15T10.28.34.524,173.671,-0.042,0.003,0.999
1516040914524,2018-01-15T10.28.34.524,173.671,-0.042,0.006,0.996
1516040914524,2018-01-15T10.28.34.524,173.671,-0.041,0.010,0.996
1516040914551,2018-01-15T10.28.34.551,173.698,-0.040,0.009,0.997
1516040914551,2018-01-15T10.28.34.551,173.698,-0.040,0.006,1.000
1516040914551,2018-01-15T10.28.34.551,173.698,-0.041,0.006,1.000
1516040914554,2018-01-15T10.28.34.554,173.701,-0.040,0.008,1.000
1516040914554,2018-01-15T10.28.34.554,173.701,-0.038,0.006,0.999
1516040914554,2018-01-15T10.28.34.554,173.701,-0.040,0.007,0.997
1516040914587,2018-01-15T10.28.34.587,173.734,-0.040,0.008,0.999
1516040914587,2018-01-15T10.28.34.587,173.734,-0.037,0.005,0.998
1516040914587,2018-01-15T10.28.34.587,173.734,-0.044,0.006,0.995
1516040914588,2018-01-15T10.28.34.588,173.735,-0.040,0.004,0.998
1516040914588,2018-01-15T10.28.34.588,173.735,-0.041,0.009,0.997
1516040914588,2018-01-15T10.28.34.588,173.735,-0.042,0.010,0.997
1516040914611,2018-01-15T10.28.34.611,173.758,-0.037,0.005,1.000
1516040914611,2018-01-15T10.28.34.611,173.758,-0.040,0.006,0.999
1516040914611,2018-01-15T10.28.34.611,173.758,-0.042,0.006,1.000
1516040914613,2018-01-15T10.28.34.613,173.760,-0.041,0.004,1.000
1516040914613,2018-01-15T10.28.34.613,173.760,-0.042,0.008,1.000
1516040914613,2018-01-15T10.28.34.613,173.760,-0.040,0.007,0.997
1516040914641,2018-01-15T10.28.34.641,173.788,-0.039,0.006,0.998
1516040914641,2018-01-15T10.28.34.641,173.788,-0.039,0.005,0.998
1516040914641,2018-01-15T10.28.34.641,173.788,-0.041,0.004,0.995
1516040914643,2018-01-15T10.28.34.643,173.790,-0.042,0.007,0.998
1516040914643,2018-01-15T10.28.34.643,173.790,-0.043,0.005,0.997
1516040914643,2018-01-15T10.28.34.643,173.790,-0.042,0.007,0.999
1516040914671,2018-01-15T10.28.34.671,173.818,-0.040,0.005,1.001
1516040914671,2018-01-15T10.28.34.671,173.818,-0.038,0.008,0.999
1516040914671,2018-01-15T10.28.34.671,173.818,-0.038,0.005,0.999
1516040914672,2018-01-15T10.28.34.672,173.819,-0.039,0.004,1.000
1516040914672,2018-01-15T10.28.34.672,173.819,-0.040,0.006,0.995
1516040914672,2018-01-15T10.28.34.672,173.819,-0.037,0.004,0.999
1516040914701,2018-01-15T10.28.34.701,173.848,-0.038,0.006,1.000
1516040914701,2018-01-15T10.28.34.701,173.848,-0.039,0.005,1.001
1516040914701,2018-01-15T10.28.34.701,173.848,-0.039,0.007,1.001
1516040914703,2018-01-15T10.28.34.703,173.850,-0.042,0.002,0.999
1516040914703,2018-01-15T10.28.34.703,173.850,-0.040,0.001,1.000
1516040914703,2018-01-15T10.28.34.703,173.850,-0.042,0.006,0.998
1516040914731,2018-01-15T10.28.34.731,173.878,-0.040,0.005,0.999
1516040914731,2018-01-15T10.28.34.731,173.878,-0.041,0.004,0.998
1516040914731,2018-01-15T10.28.34.731,173.878,-0.042,0.004,0.999
1516040914733,2018-01-15T10.28.34.733,173.880,-0.040,0.005,0.999
1516040914733,2018-01-15T10.28.34.733,173.880,-0.042,0.011,0.997
1516040914733,2018-01-15T10.28.34.733,173.880,-0.042,0.004,0.999
1516040914761,2018-01-15T10.28.34.761,173.908,-0.042,0.005,0.998
1516040914761,2018-01-15T10.28.34.761,173.908,-0.037,0.004,0.994
1516040914761,2018-01-15T10.28.34.761,173.908,-0.040,0.002,0.999
1516040914763,2018-01-15T10.28.34.763,173.910,-0.043,0.006,0.998
1516040914763,2018-01-15T10.28.34.763,173.910,-0.040,0.004,0.999
1516040914763,2018-01-15T10.28.34.763,173.910,-0.042,0.009,1.000
1516040914791,2018-01-15T10.28.34.791,173.938,-0.042,0.008,1.003
1516040914791,2018-01-15T10.28.34.791,173.938,-0.038,0.005,0.998
1516040914791,2018-01-15T10.28.34.791,173.938,-0.042,0.007,0.997
1516040914794,2018-01-15T10.28.34.794,173.941,-0.042,0.005,0.999
1516040914794,2018-01-15T10.28.34.794,173.941,-0.042,0.007,0.999
1516040914794,2018-01-15T10.28.34.794,173.941,-0.039,0.007,0.999
1516040914821,2018-01-15T10.28.34.821,173.968,-0.039,0.007,1.001
1516040914821,2018-01-15T10.28.34.821,173.968,-0.043,0.003,0.997
1516040914821,2018-01-15T10.28.34.821,173.968,-0.041,0.002,0.998
1516040914826,2018-01-15T10.28.34.826,173.973,-0.042,0.005,1.000
1516040914826,2018-01-15T10.28.34.826,173.973,-0.042,0.006,0.998
1516040914826,2018-01-15T10.28.34.826,173.973,-0.040,0.003,0.998
1516040914851,2018-01-15T10.28.34.851,173.998,-0.040,0.009,0.999
1516040914851,2018-01-15T10.28.34.851,173.998,-0.038,0.010,1.001
1516040914851,2018-01-15T10.28.34.851,173.998,-0.042,0.008,1.002
